Game:   1, Fuel (liter):  737.0, Record_fuel (liter): 737.0, Cost (pay): 22677, Record_cost (pay): 22677, Time (s):    7522, Record_time (s):    7522, Distance (km):   409.86, Record_distance (km):   409.86, Loaders_waiting (s): 14282, Record_loaders_waiting (s): 14282, Dumpers_waiting (s):  2388, Record_dumpers_waiting (s):  2388, Dumpers required: 20, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 242, Fuel (liter):  633.6, Record_fuel (liter): 619.2, Cost (pay): 19402, Record_cost (pay): 18878, Time (s):   10522, Record_time (s):    5957, Distance (km):   361.11, Record_distance (km):   342.53, Loaders_waiting (s):  7615, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  2035, Record_dumpers_waiting (s):   858, Dumpers required: 24, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 243, Fuel (liter):  648.7, Record_fuel (liter): 619.2, Cost (pay): 20019, Record_cost (pay): 18878, Time (s):   14605, Record_time (s):    5957, Distance (km):   362.20, Record_distance (km):   342.53, Loaders_waiting (s): 11785, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  2120, Record_dumpers_waiting (s):   858, Dumpers required: 24, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 244, Fuel (liter):  640.6, Record_fuel (liter): 619.2, Cost (pay): 19619, Record_cost (pay): 18878, Time (s):    6434, Record_time (s):    5957, Distance (km):   372.29, Record_distance (km):   342.53, Loaders_waiting (s):  2432, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  6292, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 245, Fuel (liter):  635.3, Record_fuel (liter): 619.2, Cost (pay): 19360, Record_cost (pay): 18878, Time (s):    7032, Record_time (s):    5957, Distance (km):   368.63, Record_distance (km):   342.53, Loaders_waiting (s):  3651, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  3469, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 246, Fuel (liter):  633.3, Record_fuel (liter): 619.2, Cost (pay): 19335, Record_cost (pay): 18878, Time (s):    7668, Record_time (s):    5957, Distance (km):   365.60, Record_distance (km):   342.53, Loaders_waiting (s):  4702, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  3249, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 247, Fuel (liter):  640.0, Record_fuel (liter): 619.2, Cost (pay): 19818, Record_cost (pay): 18878, Time (s):   12290, Record_time (s):    5957, Distance (km):   353.24, Record_distance (km):   342.53, Loaders_waiting (s): 14072, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  1277, Record_dumpers_waiting (s):   858, Dumpers required: 17, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 248, Fuel (liter):  655.7, Record_fuel (liter): 619.2, Cost (pay): 20625, Record_cost (pay): 18878, Time (s):   17488, Record_time (s):    5957, Distance (km):   347.40, Record_distance (km):   342.53, Loaders_waiting (s): 22127, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  1435, Record_dumpers_waiting (s):   858, Dumpers required: 12, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 249, Fuel (liter):  673.8, Record_fuel (liter): 619.2, Cost (pay): 20874, Record_cost (pay): 18878, Time (s):   12078, Record_time (s):    5957, Distance (km):   373.61, Record_distance (km):   342.53, Loaders_waiting (s): 13225, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  3411, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 250, Fuel (liter):  627.7, Record_fuel (liter): 619.2, Cost (pay): 19091, Record_cost (pay): 18878, Time (s):    6057, Record_time (s):    5957, Distance (km):   365.80, Record_distance (km):   342.53, Loaders_waiting (s):  2872, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  3142, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 251, Fuel (liter):  773.2, Record_fuel (liter): 619.2, Cost (pay): 23926, Record_cost (pay): 18878, Time (s):    9360, Record_time (s):    5957, Distance (km):   424.00, Record_distance (km):   342.53, Loaders_waiting (s): 17884, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  3374, Record_dumpers_waiting (s):   858, Dumpers required: 19, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 252, Fuel (liter):  711.6, Record_fuel (liter): 619.2, Cost (pay): 21930, Record_cost (pay): 18878, Time (s):    9933, Record_time (s):    5957, Distance (km):   395.38, Record_distance (km):   342.53, Loaders_waiting (s): 13965, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  2331, Record_dumpers_waiting (s):   858, Dumpers required: 19, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 253, Fuel (liter):  730.5, Record_fuel (liter): 619.2, Cost (pay): 22791, Record_cost (pay): 18878, Time (s):   12276, Record_time (s):    5957, Distance (km):   398.79, Record_distance (km):   342.53, Loaders_waiting (s): 17046, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  5605, Record_dumpers_waiting (s):   858, Dumpers required: 23, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 254, Fuel (liter):  696.6, Record_fuel (liter): 619.2, Cost (pay): 21586, Record_cost (pay): 18878, Time (s):    7830, Record_time (s):    5957, Distance (km):   394.32, Record_distance (km):   342.53, Loaders_waiting (s):  7658, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  8654, Record_dumpers_waiting (s):   858, Dumpers required: 24, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 255, Fuel (liter):  680.0, Record_fuel (liter): 619.2, Cost (pay): 20860, Record_cost (pay): 18878, Time (s):    8260, Record_time (s):    5957, Distance (km):   388.50, Record_distance (km):   342.53, Loaders_waiting (s):  6770, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  4896, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 256, Fuel (liter):  636.8, Record_fuel (liter): 619.2, Cost (pay): 19741, Record_cost (pay): 18878, Time (s):   12859, Record_time (s):    5957, Distance (km):   355.85, Record_distance (km):   342.53, Loaders_waiting (s): 10783, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  3994, Record_dumpers_waiting (s):   858, Dumpers required: 22, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 257, Fuel (liter):  674.0, Record_fuel (liter): 619.2, Cost (pay): 21328, Record_cost (pay): 18878, Time (s):   18210, Record_time (s):    5957, Distance (km):   351.96, Record_distance (km):   342.53, Loaders_waiting (s): 25250, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  2191, Record_dumpers_waiting (s):   858, Dumpers required: 13, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 258, Fuel (liter):  638.5, Record_fuel (liter): 619.2, Cost (pay): 19552, Record_cost (pay): 18878, Time (s):    6407, Record_time (s):    5957, Distance (km):   369.75, Record_distance (km):   342.53, Loaders_waiting (s):  3406, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  5433, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 259, Fuel (liter):  628.7, Record_fuel (liter): 619.2, Cost (pay): 19161, Record_cost (pay): 18878, Time (s):    6404, Record_time (s):    5957, Distance (km):   365.92, Record_distance (km):   342.53, Loaders_waiting (s):  2908, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  3818, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 260, Fuel (liter):  646.6, Record_fuel (liter): 619.2, Cost (pay): 19869, Record_cost (pay): 18878, Time (s):    8350, Record_time (s):    5957, Distance (km):   368.92, Record_distance (km):   342.53, Loaders_waiting (s):  6798, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  4327, Record_dumpers_waiting (s):   858, Dumpers required: 23, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 261, Fuel (liter):  626.7, Record_fuel (liter): 619.2, Cost (pay): 19258, Record_cost (pay): 18878, Time (s):    8779, Record_time (s):    5957, Distance (km):   353.06, Record_distance (km):   342.53, Loaders_waiting (s):  9959, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  1286, Record_dumpers_waiting (s):   858, Dumpers required: 18, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 262, Fuel (liter):  637.7, Record_fuel (liter): 619.2, Cost (pay): 19645, Record_cost (pay): 18878, Time (s):    9212, Record_time (s):    5957, Distance (km):   358.04, Record_distance (km):   342.53, Loaders_waiting (s): 10576, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  1994, Record_dumpers_waiting (s):   858, Dumpers required: 19, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 263, Fuel (liter):  644.1, Record_fuel (liter): 619.2, Cost (pay): 20090, Record_cost (pay): 18878, Time (s):   10925, Record_time (s):    5957, Distance (km):   350.79, Record_distance (km):   342.53, Loaders_waiting (s): 16352, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  2274, Record_dumpers_waiting (s):   858, Dumpers required: 13, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 264, Fuel (liter):  654.8, Record_fuel (liter): 619.2, Cost (pay): 20604, Record_cost (pay): 18878, Time (s):   14261, Record_time (s):    5957, Distance (km):   347.85, Record_distance (km):   342.53, Loaders_waiting (s): 21367, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  2114, Record_dumpers_waiting (s):   858, Dumpers required: 12, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 265, Fuel (liter):  639.4, Record_fuel (liter): 619.2, Cost (pay): 19615, Record_cost (pay): 18878, Time (s):    9133, Record_time (s):    5957, Distance (km):   365.60, Record_distance (km):   342.53, Loaders_waiting (s):  6467, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  3751, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 266, Fuel (liter):  635.0, Record_fuel (liter): 619.2, Cost (pay): 19454, Record_cost (pay): 18878, Time (s):   10880, Record_time (s):    5957, Distance (km):   361.11, Record_distance (km):   342.53, Loaders_waiting (s):  8075, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  1933, Record_dumpers_waiting (s):   858, Dumpers required: 24, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 267, Fuel (liter):  626.5, Record_fuel (liter): 619.2, Cost (pay): 19114, Record_cost (pay): 18878, Time (s):    8049, Record_time (s):    5957, Distance (km):   361.11, Record_distance (km):   342.53, Loaders_waiting (s):  5245, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  2362, Record_dumpers_waiting (s):   858, Dumpers required: 24, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 268, Fuel (liter):  624.2, Record_fuel (liter): 619.2, Cost (pay): 18992, Record_cost (pay): 18878, Time (s):    7089, Record_time (s):    5957, Distance (km):   361.66, Record_distance (km):   342.53, Loaders_waiting (s):  4288, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  2134, Record_dumpers_waiting (s):   858, Dumpers required: 24, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 269, Fuel (liter):  648.4, Record_fuel (liter): 619.2, Cost (pay): 20237, Record_cost (pay): 18878, Time (s):   14780, Record_time (s):    5957, Distance (km):   352.59, Record_distance (km):   342.53, Loaders_waiting (s): 16725, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  2386, Record_dumpers_waiting (s):   858, Dumpers required: 17, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 270, Fuel (liter):  619.8, Record_fuel (liter): 619.2, Cost (pay): 19037, Record_cost (pay): 18878, Time (s):    8259, Record_time (s):    5957, Distance (km):   351.30, Record_distance (km):   342.53, Loaders_waiting (s):  8512, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  1916, Record_dumpers_waiting (s):   858, Dumpers required: 17, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 271, Fuel (liter):  660.2, Record_fuel (liter): 619.2, Cost (pay): 20817, Record_cost (pay): 18878, Time (s):   13158, Record_time (s):    5957, Distance (km):   346.95, Record_distance (km):   342.53, Loaders_waiting (s): 23847, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  1253, Record_dumpers_waiting (s):   858, Dumpers required: 13, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 272, Fuel (liter):  626.4, Record_fuel (liter): 619.2, Cost (pay): 19333, Record_cost (pay): 18878, Time (s):   10897, Record_time (s):    5957, Distance (km):   350.49, Record_distance (km):   342.53, Loaders_waiting (s): 10348, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  3962, Record_dumpers_waiting (s):   858, Dumpers required: 20, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 273, Fuel (liter):  688.0, Record_fuel (liter): 619.2, Cost (pay): 21339, Record_cost (pay): 18878, Time (s):   16518, Record_time (s):    5957, Distance (km):   379.08, Record_distance (km):   342.53, Loaders_waiting (s): 14866, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  3202, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 274, Fuel (liter):  635.5, Record_fuel (liter): 619.2, Cost (pay): 19364, Record_cost (pay): 18878, Time (s):    6892, Record_time (s):    5957, Distance (km):   368.57, Record_distance (km):   342.53, Loaders_waiting (s):  3822, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  3280, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 275, Fuel (liter):  662.4, Record_fuel (liter): 619.2, Cost (pay): 20795, Record_cost (pay): 18878, Time (s):   16169, Record_time (s):    5957, Distance (km):   352.70, Record_distance (km):   342.53, Loaders_waiting (s): 21367, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  1612, Record_dumpers_waiting (s):   858, Dumpers required: 16, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 276, Fuel (liter):  784.3, Record_fuel (liter): 619.2, Cost (pay): 24640, Record_cost (pay): 18878, Time (s):   13310, Record_time (s):    5957, Distance (km):   414.08, Record_distance (km):   342.53, Loaders_waiting (s): 26537, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  3804, Record_dumpers_waiting (s):   858, Dumpers required: 18, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 277, Fuel (liter):  760.8, Record_fuel (liter): 619.2, Cost (pay): 23633, Record_cost (pay): 18878, Time (s):   18617, Record_time (s):    5957, Distance (km):   410.64, Record_distance (km):   342.53, Loaders_waiting (s): 21627, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  1682, Record_dumpers_waiting (s):   858, Dumpers required: 21, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 278, Fuel (liter):  681.9, Record_fuel (liter): 619.2, Cost (pay): 20872, Record_cost (pay): 18878, Time (s):    7636, Record_time (s):    5957, Distance (km):   391.80, Record_distance (km):   342.53, Loaders_waiting (s):  5530, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  5104, Record_dumpers_waiting (s):   858, Dumpers required: 23, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 279, Fuel (liter):  707.4, Record_fuel (liter): 619.2, Cost (pay): 21702, Record_cost (pay): 18878, Time (s):   10928, Record_time (s):    5957, Distance (km):   396.74, Record_distance (km):   342.53, Loaders_waiting (s): 12049, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  1893, Record_dumpers_waiting (s):   858, Dumpers required: 23, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 280, Fuel (liter):  662.0, Record_fuel (liter): 619.2, Cost (pay): 20316, Record_cost (pay): 18878, Time (s):    8998, Record_time (s):    5957, Distance (km):   376.00, Record_distance (km):   342.53, Loaders_waiting (s):  8212, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  3369, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 281, Fuel (liter):  641.6, Record_fuel (liter): 619.2, Cost (pay): 19584, Record_cost (pay): 18878, Time (s):    7507, Record_time (s):    5957, Distance (km):   370.34, Record_distance (km):   342.53, Loaders_waiting (s):  4752, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  3410, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 282, Fuel (liter):  678.3, Record_fuel (liter): 619.2, Cost (pay): 21017, Record_cost (pay): 18878, Time (s):   12259, Record_time (s):    5957, Distance (km):   373.95, Record_distance (km):   342.53, Loaders_waiting (s): 14779, Record_loaders_waiting (s):  2268, Dumpers_waiting (s):  2484, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 283, Fuel (liter):  631.1, Record_fuel (liter): 619.2, Cost (pay): 19100, Record_cost (pay): 18878, Time (s):    6022, Record_time (s):    5957, Distance (km):   370.10, Record_distance (km):   342.53, Loaders_waiting (s):  1903, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  2350, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 284, Fuel (liter):  647.4, Record_fuel (liter): 619.2, Cost (pay): 19705, Record_cost (pay): 18878, Time (s):    8254, Record_time (s):    5957, Distance (km):   373.19, Record_distance (km):   342.53, Loaders_waiting (s):  5537, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  2011, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 285, Fuel (liter):  638.0, Record_fuel (liter): 619.2, Cost (pay): 19777, Record_cost (pay): 18878, Time (s):    9600, Record_time (s):    5957, Distance (km):   353.99, Record_distance (km):   342.53, Loaders_waiting (s): 12587, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  2674, Record_dumpers_waiting (s):   858, Dumpers required: 19, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 286, Fuel (liter):  632.1, Record_fuel (liter): 619.2, Cost (pay): 19193, Record_cost (pay): 18878, Time (s):    6260, Record_time (s):    5957, Distance (km):   369.28, Record_distance (km):   342.53, Loaders_waiting (s):  2433, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  3047, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 287, Fuel (liter):  630.8, Record_fuel (liter): 619.2, Cost (pay): 19214, Record_cost (pay): 18878, Time (s):    7107, Record_time (s):    5957, Distance (km):   365.46, Record_distance (km):   342.53, Loaders_waiting (s):  4138, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  2793, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 288, Fuel (liter):  625.3, Record_fuel (liter): 619.2, Cost (pay): 19280, Record_cost (pay): 18878, Time (s):    8593, Record_time (s):    5957, Distance (km):   352.76, Record_distance (km):   342.53, Loaders_waiting (s):  9099, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  2998, Record_dumpers_waiting (s):   858, Dumpers required: 18, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 289, Fuel (liter):  634.5, Record_fuel (liter): 619.2, Cost (pay): 19705, Record_cost (pay): 18878, Time (s):    9130, Record_time (s):    5957, Distance (km):   349.43, Record_distance (km):   342.53, Loaders_waiting (s): 14115, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  2032, Record_dumpers_waiting (s):   858, Dumpers required: 13, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 290, Fuel (liter):  636.3, Record_fuel (liter): 619.2, Cost (pay): 19680, Record_cost (pay): 18878, Time (s):    9636, Record_time (s):    5957, Distance (km):   352.54, Record_distance (km):   342.53, Loaders_waiting (s): 13284, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  1296, Record_dumpers_waiting (s):   858, Dumpers required: 17, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 291, Fuel (liter):  631.8, Record_fuel (liter): 619.2, Cost (pay): 19442, Record_cost (pay): 18878, Time (s):    8997, Record_time (s):    5957, Distance (km):   355.06, Record_distance (km):   342.53, Loaders_waiting (s): 10398, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  1580, Record_dumpers_waiting (s):   858, Dumpers required: 18, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 292, Fuel (liter):  649.6, Record_fuel (liter): 619.2, Cost (pay): 20292, Record_cost (pay): 18878, Time (s):   12132, Record_time (s):    5957, Distance (km):   351.92, Record_distance (km):   342.53, Loaders_waiting (s): 17571, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  2095, Record_dumpers_waiting (s):   858, Dumpers required: 13, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 293, Fuel (liter):  624.6, Record_fuel (liter): 619.2, Cost (pay): 19214, Record_cost (pay): 18878, Time (s):    8737, Record_time (s):    5957, Distance (km):   352.46, Record_distance (km):   342.53, Loaders_waiting (s):  9421, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  1913, Record_dumpers_waiting (s):   858, Dumpers required: 17, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 294, Fuel (liter):  660.6, Record_fuel (liter): 619.2, Cost (pay): 20772, Record_cost (pay): 18878, Time (s):   14828, Record_time (s):    5957, Distance (km):   349.88, Record_distance (km):   342.53, Loaders_waiting (s): 22375, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  1371, Record_dumpers_waiting (s):   858, Dumpers required: 14, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 295, Fuel (liter):  635.7, Record_fuel (liter): 619.2, Cost (pay): 19353, Record_cost (pay): 18878, Time (s):    7448, Record_time (s):    5957, Distance (km):   368.16, Record_distance (km):   342.53, Loaders_waiting (s):  4316, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  2620, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 296, Fuel (liter):  651.3, Record_fuel (liter): 619.2, Cost (pay): 19977, Record_cost (pay): 18878, Time (s):    9463, Record_time (s):    5957, Distance (km):   369.92, Record_distance (km):   342.53, Loaders_waiting (s):  8269, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  2756, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 297, Fuel (liter):  656.6, Record_fuel (liter): 619.2, Cost (pay): 20224, Record_cost (pay): 18878, Time (s):   14038, Record_time (s):    5957, Distance (km):   367.95, Record_distance (km):   342.53, Loaders_waiting (s): 11213, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  2172, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 298, Fuel (liter):  656.4, Record_fuel (liter): 619.2, Cost (pay): 20178, Record_cost (pay): 18878, Time (s):   11766, Record_time (s):    5957, Distance (km):   371.96, Record_distance (km):   342.53, Loaders_waiting (s):  8569, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  3470, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 299, Fuel (liter):  693.7, Record_fuel (liter): 619.2, Cost (pay): 21401, Record_cost (pay): 18878, Time (s):   14663, Record_time (s):    5957, Distance (km):   388.15, Record_distance (km):   342.53, Loaders_waiting (s): 11618, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  3860, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 300, Fuel (liter):  700.7, Record_fuel (liter): 619.2, Cost (pay): 21920, Record_cost (pay): 18878, Time (s):   14064, Record_time (s):    5957, Distance (km):   385.85, Record_distance (km):   342.53, Loaders_waiting (s): 13755, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  7836, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 301, Fuel (liter):  795.1, Record_fuel (liter): 619.2, Cost (pay): 24607, Record_cost (pay): 18878, Time (s):   12289, Record_time (s):    5957, Distance (km):   436.17, Record_distance (km):   342.53, Loaders_waiting (s): 18049, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  4189, Record_dumpers_waiting (s):   858, Dumpers required: 23, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 302, Fuel (liter):  728.6, Record_fuel (liter): 619.2, Cost (pay): 22482, Record_cost (pay): 18878, Time (s):   10121, Record_time (s):    5957, Distance (km):   401.43, Record_distance (km):   342.53, Loaders_waiting (s): 16372, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  1621, Record_dumpers_waiting (s):   858, Dumpers required: 22, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 303, Fuel (liter):  679.4, Record_fuel (liter): 619.2, Cost (pay): 20886, Record_cost (pay): 18878, Time (s):    7365, Record_time (s):    5957, Distance (km):   387.25, Record_distance (km):   342.53, Loaders_waiting (s):  7061, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  5449, Record_dumpers_waiting (s):   858, Dumpers required: 22, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 304, Fuel (liter):  669.1, Record_fuel (liter): 619.2, Cost (pay): 20594, Record_cost (pay): 18878, Time (s):    8034, Record_time (s):    5957, Distance (km):   379.27, Record_distance (km):   342.53, Loaders_waiting (s):  8335, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  4553, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 305, Fuel (liter):  640.0, Record_fuel (liter): 619.2, Cost (pay): 19714, Record_cost (pay): 18878, Time (s):    8633, Record_time (s):    5957, Distance (km):   365.60, Record_distance (km):   342.53, Loaders_waiting (s):  6076, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  5502, Record_dumpers_waiting (s):   858, Dumpers required: 24, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 306, Fuel (liter):  656.5, Record_fuel (liter): 619.2, Cost (pay): 20555, Record_cost (pay): 18878, Time (s):   12770, Record_time (s):    5957, Distance (km):   365.82, Record_distance (km):   342.53, Loaders_waiting (s): 10035, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  8973, Record_dumpers_waiting (s):   858, Dumpers required: 24, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 307, Fuel (liter):  634.2, Record_fuel (liter): 619.2, Cost (pay): 19227, Record_cost (pay): 18878, Time (s):    6079, Record_time (s):    5957, Distance (km):   369.66, Record_distance (km):   342.53, Loaders_waiting (s):  3233, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  2006, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
